tgDataLogger2 started logging at time 01112017_141027, with 7 sensors on 1 senseable objects.
time,0_compound(compound_4cBWDx).X,0_compound(compound_4cBWDx).Y,0_compound(compound_4cBWDx).Z,0_compound(compound_4cBWDx).Euler1,0_compound(compound_4cBWDx).Euler2,0_compound(compound_4cBWDx).Euler3,0_compound(compound_4cBWDx).mass,1_compound(compound_S22Jjz).X,1_compound(compound_S22Jjz).Y,1_compound(compound_S22Jjz).Z,1_compound(compound_S22Jjz).Euler1,1_compound(compound_S22Jjz).Euler2,1_compound(compound_S22Jjz).Euler3,1_compound(compound_S22Jjz).mass,2_compound(compound_V41mtz).X,2_compound(compound_V41mtz).Y,2_compound(compound_V41mtz).Z,2_compound(compound_V41mtz).Euler1,2_compound(compound_V41mtz).Euler2,2_compound(compound_V41mtz).Euler3,2_compound(compound_V41mtz).mass,3_compound(compound_cCHryD).X,3_compound(compound_cCHryD).Y,3_compound(compound_cCHryD).Z,3_compound(compound_cCHryD).Euler1,3_compound(compound_cCHryD).Euler2,3_compound(compound_cCHryD).Euler3,3_compound(compound_cCHryD).mass,4_compound(compound_fa37Jn).X,4_compound(compound_fa37Jn).Y,4_compound(compound_fa37Jn).Z,4_compound(compound_fa37Jn).Euler1,4_compound(compound_fa37Jn).Euler2,4_compound(compound_fa37Jn).Euler3,4_compound(compound_fa37Jn).mass,5_compound(compound_hMaiRr).X,5_compound(compound_hMaiRr).Y,5_compound(compound_hMaiRr).Z,5_compound(compound_hMaiRr).Euler1,5_compound(compound_hMaiRr).Euler2,5_compound(compound_hMaiRr).Euler3,5_compound(compound_hMaiRr).mass,6_compound(compound_sbzayy).X,6_compound(compound_sbzayy).Y,6_compound(compound_sbzayy).Z,6_compound(compound_sbzayy).Euler1,6_compound(compound_sbzayy).Euler2,6_compound(compound_sbzayy).Euler3,6_compound(compound_sbzayy).mass,
2.3432,-35.9543,15,4.99372e-16,,,,0.195487,-47.9391,15,-3.30236e-15,,,,0.195487,-71.9086,15,-1.52443e-15,,,,0.195487,-11.9848,15,2.80127e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-5.83502e-15,,,,0.195487,-23.9695,15,-8.01955e-17,,,,0.195487,
2.3533,-35.9543,15,-2.04504e-15,,,,0.195487,-47.9391,15,-1.80567e-15,,,,0.195487,-71.9086,15,-1.73046e-15,,,,0.195487,-11.9848,15,4.11814e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-6.08271e-15,,,,0.195487,-23.9695,15,2.57209e-15,,,,0.195487,
2.3634,-35.9543,15,-5.17339e-15,,,,0.195487,-47.9391,15,-1.92968e-15,,,,0.195487,-71.9086,15,-3.05629e-15,,,,0.195487,-11.9848,15,-2.72011e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,3.99449e-16,,,,0.195487,-23.9695,15,-4.63694e-15,,,,0.195487,
2.3735,-35.9543,15,-2.48463e-15,,,,0.195487,-47.9391,15,1.37607e-15,,,,0.195487,-71.9086,15,-2.28827e-15,,,,0.195487,-11.9848,15,-9.29249e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-3.05948e-15,,,,0.195487,-23.9695,15,-1.5791e-15,,,,0.195487,
2.3836,-35.9543,15,2.67608e-15,,,,0.195487,-47.9391,15,-1.80056e-15,,,,0.195487,-71.9086,15,-4.04088e-15,,,,0.195487,-11.9848,15,8.73812e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.99103e-15,,,,0.195487,-23.9695,15,5.70565e-15,,,,0.195487,
2.3937,-35.9543,15,2.299e-16,,,,0.195487,-47.9391,15,1.88687e-15,,,,0.195487,-71.9086,15,-4.02172e-15,,,,0.195487,-11.9848,15,-1.91691e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,3.67346e-16,,,,0.195487,-23.9695,15,-3.9677e-15,,,,0.195487,
2.4038,-35.9543,15,-2.70253e-15,,,,0.195487,-47.9391,15,-2.0354e-15,,,,0.195487,-71.9086,15,-2.81546e-15,,,,0.195487,-11.9848,15,3.6647e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,4.78383e-15,,,,0.195487,-23.9695,15,4.89875e-16,,,,0.195487,
2.4139,-35.9543,15,2.88928e-15,,,,0.195487,-47.9391,15,1.91939e-15,,,,0.195487,-71.9086,15,-9.42244e-16,,,,0.195487,-11.9848,15,3.04053e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-4.27361e-15,,,,0.195487,-23.9695,15,1.198e-15,,,,0.195487,
2.424,-35.9543,15,3.98205e-17,,,,0.195487,-47.9391,15,-5.53131e-15,,,,0.195487,-71.9086,15,7.02245e-17,,,,0.195487,-11.9848,15,7.39139e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.01387e-15,,,,0.195487,-23.9695,15,2.19472e-15,,,,0.195487,
2.4341,-35.9543,15,-5.06472e-15,,,,0.195487,-47.9391,15,-5.47184e-17,,,,0.195487,-71.9086,15,2.6112e-15,,,,0.195487,-11.9848,15,-8.91778e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.17498e-15,,,,0.195487,-23.9695,15,-8.38159e-15,,,,0.195487,
2.4442,-35.9543,15,-3.25636e-15,,,,0.195487,-47.9391,15,-2.15469e-16,,,,0.195487,-71.9086,15,1.20356e-15,,,,0.195487,-11.9848,15,-9.72224e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.18498e-15,,,,0.195487,-23.9695,15,2.54807e-15,,,,0.195487,
2.4543,-35.9543,15,6.9788e-15,,,,0.195487,-47.9391,15,-1.72439e-15,,,,0.195487,-71.9086,15,2.48676e-15,,,,0.195487,-11.9848,15,8.41925e-17,,,,0.195487,0,0,0,,,,0,-59.9238,15,-2.43748e-15,,,,0.195487,-23.9695,15,2.09449e-15,,,,0.195487,
2.4644,-35.9543,15,9.84394e-16,,,,0.195487,-47.9391,15,1.17236e-15,,,,0.195487,-71.9086,15,-5.61464e-16,,,,0.195487,-11.9848,15,-1.78945e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,5.54689e-15,,,,0.195487,-23.9695,15,-1.51902e-16,,,,0.195487,
2.4745,-35.9543,15,-9.70166e-16,,,,0.195487,-47.9391,15,4.44069e-15,,,,0.195487,-71.9086,15,-9.17782e-16,,,,0.195487,-11.9848,15,-4.20664e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,6.68506e-15,,,,0.195487,-23.9695,15,-4.05092e-16,,,,0.195487,
2.4846,-35.9543,15,6.70206e-15,,,,0.195487,-47.9391,15,3.45171e-15,,,,0.195487,-71.9086,15,9.79261e-16,,,,0.195487,-11.9848,15,8.44142e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,4.09029e-16,,,,0.195487,-23.9695,15,1.52728e-15,,,,0.195487,
2.4947,-35.9543,15,3.30756e-15,,,,0.195487,-47.9391,15,1.63298e-15,,,,0.195487,-71.9086,15,5.04546e-16,,,,0.195487,-11.9848,15,1.11716e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.1858e-15,,,,0.195487,-23.9695,15,5.03488e-15,,,,0.195487,
2.5048,-35.9543,15,-3.10352e-15,,,,0.195487,-47.9391,15,2.80969e-15,,,,0.195487,-71.9086,15,2.57236e-15,,,,0.195487,-11.9848,15,-4.14458e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.57734e-15,,,,0.195487,-23.9695,15,-3.75092e-15,,,,0.195487,
2.5149,-35.9543,15,-1.61249e-15,,,,0.195487,-47.9391,15,-3.35563e-15,,,,0.195487,-71.9086,15,5.0041e-15,,,,0.195487,-11.9848,15,1.12436e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.51386e-15,,,,0.195487,-23.9695,15,-1.1199e-16,,,,0.195487,
2.525,-35.9543,15,2.91088e-15,,,,0.195487,-47.9391,15,-3.84238e-16,,,,0.195487,-71.9086,15,2.6646e-15,,,,0.195487,-11.9848,15,-2.82014e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.70149e-15,,,,0.195487,-23.9695,15,-4.88805e-16,,,,0.195487,
2.5351,-35.9543,15,-1.07744e-15,,,,0.195487,-47.9391,15,1.15596e-16,,,,0.195487,-71.9086,15,1.7709e-15,,,,0.195487,-11.9848,15,2.228e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.55551e-15,,,,0.195487,-23.9695,15,9.71417e-16,,,,0.195487,
2.5452,-35.9543,15,6.25956e-16,,,,0.195487,-47.9391,15,3.56036e-15,,,,0.195487,-71.9086,15,7.20948e-16,,,,0.195487,-11.9848,15,-8.11015e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.05983e-15,,,,0.195487,-23.9695,15,-2.88904e-15,,,,0.195487,
2.5553,-35.9543,15,3.30925e-15,,,,0.195487,-47.9391,15,3.21948e-15,,,,0.195487,-71.9086,15,-2.18251e-15,,,,0.195487,-11.9848,15,6.94012e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.2513e-15,,,,0.195487,-23.9695,15,4.84387e-15,,,,0.195487,
2.5654,-35.9543,15,4.45459e-15,,,,0.195487,-47.9391,15,5.01505e-15,,,,0.195487,-71.9086,15,-1.59702e-15,,,,0.195487,-11.9848,15,3.1423e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.53796e-16,,,,0.195487,-23.9695,15,5.01372e-16,,,,0.195487,
2.5755,-35.9543,15,-1.20621e-15,,,,0.195487,-47.9391,15,2.7718e-16,,,,0.195487,-71.9086,15,-1.38932e-15,,,,0.195487,-11.9848,15,-1.67819e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,6.17631e-15,,,,0.195487,-23.9695,15,-1.33045e-15,,,,0.195487,
2.5856,-35.9543,15,-6.94623e-16,,,,0.195487,-47.9391,15,6.72346e-16,,,,0.195487,-71.9086,15,-2.05261e-15,,,,0.195487,-11.9848,15,-5.47628e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,3.03753e-15,,,,0.195487,-23.9695,15,-1.19889e-15,,,,0.195487,
2.5957,-35.9543,15,1.00827e-15,,,,0.195487,-47.9391,15,2.27068e-16,,,,0.195487,-71.9086,15,2.58604e-15,,,,0.195487,-11.9848,15,7.9066e-17,,,,0.195487,0,0,0,,,,0,-59.9238,15,-4.78115e-15,,,,0.195487,-23.9695,15,3.04891e-16,,,,0.195487,
2.6058,-35.9543,15,-1.6207e-15,,,,0.195487,-47.9391,15,-2.74734e-15,,,,0.195487,-71.9086,15,-8.4142e-16,,,,0.195487,-11.9848,15,4.91391e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.33007e-15,,,,0.195487,-23.9695,15,-1.65672e-16,,,,0.195487,
2.6159,-35.9543,15,-2.87169e-17,,,,0.195487,-47.9391,15,9.85068e-16,,,,0.195487,-71.9086,15,6.61652e-16,,,,0.195487,-11.9848,15,-9.77381e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.59383e-15,,,,0.195487,-23.9695,15,-3.36874e-15,,,,0.195487,
2.626,-35.9543,15,2.58558e-15,,,,0.195487,-47.9391,15,-1.39285e-15,,,,0.195487,-71.9086,15,-5.04588e-16,,,,0.195487,-11.9848,15,7.93787e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.85814e-15,,,,0.195487,-23.9695,15,4.46974e-15,,,,0.195487,
2.6361,-35.9543,15,4.56868e-15,,,,0.195487,-47.9391,15,3.45185e-16,,,,0.195487,-71.9086,15,-2.96957e-15,,,,0.195487,-11.9848,15,-3.8019e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.63454e-15,,,,0.195487,-23.9695,15,-2.06253e-15,,,,0.195487,
2.6462,-35.9543,15,-2.32525e-15,,,,0.195487,-47.9391,15,-1.29003e-15,,,,0.195487,-71.9086,15,-2.27978e-15,,,,0.195487,-11.9848,15,4.4382e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.17336e-15,,,,0.195487,-23.9695,15,-5.7436e-16,,,,0.195487,
2.6563,-35.9543,15,-2.78663e-16,,,,0.195487,-47.9391,15,2.86861e-16,,,,0.195487,-71.9086,15,-1.96939e-15,,,,0.195487,-11.9848,15,-1.72763e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.94937e-15,,,,0.195487,-23.9695,15,-3.38387e-15,,,,0.195487,
2.6664,-35.9543,15,1.65015e-15,,,,0.195487,-47.9391,15,-2.36889e-15,,,,0.195487,-71.9086,15,-2.03242e-15,,,,0.195487,-11.9848,15,1.75226e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-2.60374e-15,,,,0.195487,-23.9695,15,3.09355e-15,,,,0.195487,
2.6765,-35.9543,15,-1.0331e-15,,,,0.195487,-47.9391,15,2.37009e-15,,,,0.195487,-71.9086,15,-1.89118e-15,,,,0.195487,-11.9848,15,-8.41039e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-5.99409e-15,,,,0.195487,-23.9695,15,6.03344e-16,,,,0.195487,
2.6866,-35.9543,15,-2.50347e-15,,,,0.195487,-47.9391,15,-4.74339e-15,,,,0.195487,-71.9086,15,-2.66408e-15,,,,0.195487,-11.9848,15,-6.59337e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.05908e-15,,,,0.195487,-23.9695,15,-3.17483e-15,,,,0.195487,
2.6967,-35.9543,15,-2.75171e-15,,,,0.195487,-47.9391,15,-9.56182e-16,,,,0.195487,-71.9086,15,-2.42252e-16,,,,0.195487,-11.9848,15,3.64e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-5.12659e-15,,,,0.195487,-23.9695,15,1.54892e-16,,,,0.195487,
2.7068,-35.9543,15,1.36689e-15,,,,0.195487,-47.9391,15,-3.40464e-15,,,,0.195487,-71.9086,15,-2.33271e-15,,,,0.195487,-11.9848,15,-8.91935e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-2.21701e-15,,,,0.195487,-23.9695,15,5.10334e-17,,,,0.195487,
2.7169,-35.9543,15,-8.65875e-16,,,,0.195487,-47.9391,15,-2.3847e-15,,,,0.195487,-71.9086,15,-2.16009e-15,,,,0.195487,-11.9848,15,8.44674e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-8.11581e-16,,,,0.195487,-23.9695,15,1.68792e-15,,,,0.195487,
2.727,-35.9543,15,-9.53594e-16,,,,0.195487,-47.9391,15,1.21713e-15,,,,0.195487,-71.9086,15,-2.73211e-15,,,,0.195487,-11.9848,15,-1.23512e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,-9.76593e-16,,,,0.195487,-23.9695,15,-1.334e-15,,,,0.195487,
2.7371,-35.9543,15,7.05279e-16,,,,0.195487,-47.9391,15,1.0725e-15,,,,0.195487,-71.9086,15,-6.14235e-15,,,,0.195487,-11.9848,15,7.05366e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.04041e-15,,,,0.195487,-23.9695,15,1.33218e-15,,,,0.195487,
2.7472,-35.9543,15,2.02914e-15,,,,0.195487,-47.9391,15,1.78823e-17,,,,0.195487,-71.9086,15,-1.04707e-15,,,,0.195487,-11.9848,15,7.88555e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-4.32574e-15,,,,0.195487,-23.9695,15,2.03728e-15,,,,0.195487,
2.7573,-35.9543,15,-2.2414e-15,,,,0.195487,-47.9391,15,-1.23368e-15,,,,0.195487,-71.9086,15,-2.46558e-15,,,,0.195487,-11.9848,15,1.62629e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.75262e-16,,,,0.195487,-23.9695,15,-2.06329e-16,,,,0.195487,
2.7674,-35.9543,15,-1.10097e-15,,,,0.195487,-47.9391,15,-3.84599e-15,,,,0.195487,-71.9086,15,-1.43689e-16,,,,0.195487,-11.9848,15,-1.11156e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,-7.8481e-16,,,,0.195487,-23.9695,15,-3.21113e-15,,,,0.195487,
2.7775,-35.9543,15,-2.34723e-15,,,,0.195487,-47.9391,15,-1.016e-16,,,,0.195487,-71.9086,15,2.14951e-16,,,,0.195487,-11.9848,15,-1.87458e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-3.96787e-15,,,,0.195487,-23.9695,15,2.12648e-15,,,,0.195487,
2.7876,-35.9543,15,-8.52112e-16,,,,0.195487,-47.9391,15,-5.59242e-16,,,,0.195487,-71.9086,15,-1.78152e-15,,,,0.195487,-11.9848,15,-1.82973e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-2.59974e-16,,,,0.195487,-23.9695,15,6.63047e-16,,,,0.195487,
2.7977,-35.9543,15,8.04748e-16,,,,0.195487,-47.9391,15,-2.64669e-16,,,,0.195487,-71.9086,15,-1.41891e-15,,,,0.195487,-11.9848,15,-6.94944e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.08256e-15,,,,0.195487,-23.9695,15,-3.55597e-15,,,,0.195487,
2.8078,-35.9543,15,4.61255e-16,,,,0.195487,-47.9391,15,1.89765e-15,,,,0.195487,-71.9086,15,-4.44085e-16,,,,0.195487,-11.9848,15,8.26424e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.37568e-15,,,,0.195487,-23.9695,15,4.69501e-15,,,,0.195487,
2.8179,-35.9543,15,3.73244e-15,,,,0.195487,-47.9391,15,5.25471e-16,,,,0.195487,-71.9086,15,-2.9652e-15,,,,0.195487,-11.9848,15,-7.44786e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.54284e-15,,,,0.195487,-23.9695,15,-1.82291e-15,,,,0.195487,
2.828,-35.9543,15,-8.76282e-16,,,,0.195487,-47.9391,15,-3.98114e-16,,,,0.195487,-71.9086,15,2.10255e-15,,,,0.195487,-11.9848,15,4.92422e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-2.19588e-16,,,,0.195487,-23.9695,15,-3.55307e-16,,,,0.195487,
2.8381,-35.9543,15,-2.79269e-15,,,,0.195487,-47.9391,15,-3.23237e-16,,,,0.195487,-71.9086,15,1.77027e-15,,,,0.195487,-11.9848,15,-2.01964e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,4.07193e-16,,,,0.195487,-23.9695,15,7.62302e-16,,,,0.195487,
2.8482,-35.9543,15,1.054e-15,,,,0.195487,-47.9391,15,-2.66174e-15,,,,0.195487,-71.9086,15,1.84672e-15,,,,0.195487,-11.9848,15,-7.68765e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.14138e-15,,,,0.195487,-23.9695,15,-2.06455e-15,,,,0.195487,
2.8583,-35.9543,15,-2.92184e-15,,,,0.195487,-47.9391,15,-4.9383e-16,,,,0.195487,-71.9086,15,2.79894e-15,,,,0.195487,-11.9848,15,5.42264e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.40688e-15,,,,0.195487,-23.9695,15,1.27935e-15,,,,0.195487,
2.8684,-35.9543,15,9.49348e-16,,,,0.195487,-47.9391,15,1.02712e-15,,,,0.195487,-71.9086,15,1.77951e-15,,,,0.195487,-11.9848,15,-1.77603e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.33609e-15,,,,0.195487,-23.9695,15,-1.91087e-15,,,,0.195487,
2.8785,-35.9543,15,4.45329e-15,,,,0.195487,-47.9391,15,-3.02531e-16,,,,0.195487,-71.9086,15,8.85008e-16,,,,0.195487,-11.9848,15,5.07495e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.5822e-15,,,,0.195487,-23.9695,15,6.92106e-16,,,,0.195487,
2.8886,-35.9543,15,1.1444e-15,,,,0.195487,-47.9391,15,5.83501e-15,,,,0.195487,-71.9086,15,-5.24283e-16,,,,0.195487,-11.9848,15,1.1787e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.74688e-15,,,,0.195487,-23.9695,15,8.53267e-16,,,,0.195487,
2.8987,-35.9543,15,2.2292e-15,,,,0.195487,-47.9391,15,5.43941e-16,,,,0.195487,-71.9086,15,1.70122e-15,,,,0.195487,-11.9848,15,2.32413e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.66078e-15,,,,0.195487,-23.9695,15,6.28501e-16,,,,0.195487,
2.9088,-35.9543,15,-5.24519e-16,,,,0.195487,-47.9391,15,5.8876e-16,,,,0.195487,-71.9086,15,4.09596e-15,,,,0.195487,-11.9848,15,1.19007e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,9.32512e-16,,,,0.195487,-23.9695,15,-3.18371e-16,,,,0.195487,
2.9189,-35.9543,15,-1.87278e-15,,,,0.195487,-47.9391,15,2.93697e-15,,,,0.195487,-71.9086,15,8.39577e-16,,,,0.195487,-11.9848,15,-1.10299e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,3.38255e-15,,,,0.195487,-23.9695,15,7.15706e-16,,,,0.195487,
2.929,-35.9543,15,3.27033e-15,,,,0.195487,-47.9391,15,9.5393e-16,,,,0.195487,-71.9086,15,4.0368e-15,,,,0.195487,-11.9848,15,-8.00975e-17,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.00595e-15,,,,0.195487,-23.9695,15,-8.15714e-16,,,,0.195487,
2.9391,-35.9543,15,4.05797e-17,,,,0.195487,-47.9391,15,9.60811e-16,,,,0.195487,-71.9086,15,2.40844e-15,,,,0.195487,-11.9848,15,4.79713e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,9.61507e-16,,,,0.195487,-23.9695,15,3.32481e-15,,,,0.195487,
2.9492,-35.9543,15,-1.61193e-15,,,,0.195487,-47.9391,15,6.36303e-16,,,,0.195487,-71.9086,15,4.80635e-15,,,,0.195487,-11.9848,15,-1.18042e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.66811e-15,,,,0.195487,-23.9695,15,-2.88248e-15,,,,0.195487,
2.9593,-35.9543,15,-2.40861e-15,,,,0.195487,-47.9391,15,2.30102e-15,,,,0.195487,-71.9086,15,2.74292e-15,,,,0.195487,-11.9848,15,-8.58495e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.29676e-15,,,,0.195487,-23.9695,15,-7.43775e-17,,,,0.195487,
2.9694,-35.9543,15,3.45039e-15,,,,0.195487,-47.9391,15,-1.44637e-16,,,,0.195487,-71.9086,15,3.30922e-15,,,,0.195487,-11.9848,15,8.31708e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-2.08199e-16,,,,0.195487,-23.9695,15,2.19414e-15,,,,0.195487,
2.9795,-35.9543,15,1.44958e-15,,,,0.195487,-47.9391,15,-1.42029e-16,,,,0.195487,-71.9086,15,2.68037e-15,,,,0.195487,-11.9848,15,9.14944e-17,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.61514e-15,,,,0.195487,-23.9695,15,-3.69243e-16,,,,0.195487,
2.9896,-35.9543,15,-2.72542e-15,,,,0.195487,-47.9391,15,2.73754e-15,,,,0.195487,-71.9086,15,1.50025e-15,,,,0.195487,-11.9848,15,-1.15736e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,4.51221e-15,,,,0.195487,-23.9695,15,-3.2125e-15,,,,0.195487,
2.9997,-35.9543,15,1.31209e-15,,,,0.195487,-47.9391,15,1.63867e-15,,,,0.195487,-71.9086,15,2.91724e-15,,,,0.195487,-11.9848,15,2.54504e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.82189e-16,,,,0.195487,-23.9695,15,3.25705e-16,,,,0.195487,
3.0098,-35.9543,15,4.20557e-15,,,,0.195487,-47.9391,15,1.24975e-15,,,,0.195487,-71.9086,15,9.79663e-16,,,,0.195487,-11.9848,15,4.24573e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-2.35008e-16,,,,0.195487,-23.9695,15,2.83411e-15,,,,0.195487,
3.0199,-35.9543,15,-1.04143e-15,,,,0.195487,-47.9391,15,1.66034e-15,,,,0.195487,-71.9086,15,5.44393e-16,,,,0.195487,-11.9848,15,5.36002e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,3.18353e-15,,,,0.195487,-23.9695,15,7.2311e-16,,,,0.195487,
3.03,-35.9543,15,-2.59043e-15,,,,0.195487,-47.9391,15,2.90379e-15,,,,0.195487,-71.9086,15,6.60093e-16,,,,0.195487,-11.9848,15,-1.20759e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.84179e-15,,,,0.195487,-23.9695,15,-1.94611e-15,,,,0.195487,
3.0401,-35.9543,15,3.07391e-15,,,,0.195487,-47.9391,15,-1.50204e-15,,,,0.195487,-71.9086,15,2.11007e-15,,,,0.195487,-11.9848,15,5.3902e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-6.83809e-16,,,,0.195487,-23.9695,15,2.04488e-15,,,,0.195487,
3.0502,-35.9543,15,-1.32405e-15,,,,0.195487,-47.9391,15,1.22034e-15,,,,0.195487,-71.9086,15,-1.11744e-15,,,,0.195487,-11.9848,15,7.04957e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.31336e-15,,,,0.195487,-23.9695,15,1.04541e-15,,,,0.195487,
3.0603,-35.9543,15,-9.48261e-16,,,,0.195487,-47.9391,15,-3.97725e-16,,,,0.195487,-71.9086,15,1.94183e-15,,,,0.195487,-11.9848,15,-6.80978e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-6.80604e-17,,,,0.195487,-23.9695,15,-3.64549e-15,,,,0.195487,
3.0704,-35.9543,15,-9.95437e-16,,,,0.195487,-47.9391,15,-6.90411e-16,,,,0.195487,-71.9086,15,-1.23919e-15,,,,0.195487,-11.9848,15,8.74373e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.83873e-15,,,,0.195487,-23.9695,15,-1.60593e-16,,,,0.195487,
3.0805,-35.9543,15,2.81091e-15,,,,0.195487,-47.9391,15,-1.87586e-16,,,,0.195487,-71.9086,15,8.0592e-16,,,,0.195487,-11.9848,15,4.26484e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-1.66746e-15,,,,0.195487,-23.9695,15,-3.6388e-16,,,,0.195487,
3.0906,-35.9543,15,4.97598e-16,,,,0.195487,-47.9391,15,-1.33209e-15,,,,0.195487,-71.9086,15,-5.31852e-16,,,,0.195487,-11.9848,15,1.23631e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,1.54983e-15,,,,0.195487,-23.9695,15,2.28979e-15,,,,0.195487,
3.1007,-35.9543,15,-1.82166e-16,,,,0.195487,-47.9391,15,3.54269e-15,,,,0.195487,-71.9086,15,-2.61448e-15,,,,0.195487,-11.9848,15,-8.55439e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,6.26149e-16,,,,0.195487,-23.9695,15,-3.84559e-15,,,,0.195487,
3.1108,-35.9543,15,5.90882e-16,,,,0.195487,-47.9391,15,-3.88212e-15,,,,0.195487,-71.9086,15,1.29464e-15,,,,0.195487,-11.9848,15,7.73431e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-3.4771e-16,,,,0.195487,-23.9695,15,3.78189e-15,,,,0.195487,
3.1209,-35.9543,15,-8.2049e-17,,,,0.195487,-47.9391,15,2.55656e-15,,,,0.195487,-71.9086,15,-2.44471e-16,,,,0.195487,-11.9848,15,-4.55709e-16,,,,0.195487,0,0,0,,,,0,-59.9238,15,-3.641e-15,,,,0.195487,-23.9695,15,-3.14042e-15,,,,0.195487,
3.131,-35.9543,15,-1.32658e-15,,,,0.195487,-47.9391,15,-5.16987e-15,,,,0.195487,-71.9086,15,1.30744e-15,,,,0.195487,-11.9848,15,1.01436e-15,,,,0.195487,0,0,0,,,,0,-59.9238,15,2.04374e-16,,,,0.195487,-23.9695,15,1.37977e-15,,,,0.195487,
