tgDataLogger2 started logging at time 01112017_141027, with 7 sensors on 1 senseable objects.
time,0_compound(compound_4cBWDx).X,0_compound(compound_4cBWDx).Y,0_compound(compound_4cBWDx).Z,0_compound(compound_4cBWDx).Euler1,0_compound(compound_4cBWDx).Euler2,0_compound(compound_4cBWDx).Euler3,0_compound(compound_4cBWDx).mass,1_compound(compound_S22Jjz).X,1_compound(compound_S22Jjz).Y,1_compound(compound_S22Jjz).Z,1_compound(compound_S22Jjz).Euler1,1_compound(compound_S22Jjz).Euler2,1_compound(compound_S22Jjz).Euler3,1_compound(compound_S22Jjz).mass,2_compound(compound_V41mtz).X,2_compound(compound_V41mtz).Y,2_compound(compound_V41mtz).Z,2_compound(compound_V41mtz).Euler1,2_compound(compound_V41mtz).Euler2,2_compound(compound_V41mtz).Euler3,2_compound(compound_V41mtz).mass,3_compound(compound_cCHryD).X,3_compound(compound_cCHryD).Y,3_compound(compound_cCHryD).Z,3_compound(compound_cCHryD).Euler1,3_compound(compound_cCHryD).Euler2,3_compound(compound_cCHryD).Euler3,3_compound(compound_cCHryD).mass,4_compound(compound_fa37Jn).X,4_compound(compound_fa37Jn).Y,4_compound(compound_fa37Jn).Z,4_compound(compound_fa37Jn).Euler1,4_compound(compound_fa37Jn).Euler2,4_compound(compound_fa37Jn).Euler3,4_compound(compound_fa37Jn).mass,5_compound(compound_hMaiRr).X,5_compound(compound_hMaiRr).Y,5_compound(compound_hMaiRr).Z,5_compound(compound_hMaiRr).Euler1,5_compound(compound_hMaiRr).Euler2,5_compound(compound_hMaiRr).Euler3,5_compound(compound_hMaiRr).mass,6_compound(compound_sbzayy).X,6_compound(compound_sbzayy).Y,6_compound(compound_sbzayy).Z,6_compound(compound_sbzayy).Euler1,6_compound(compound_sbzayy).Euler2,6_compound(compound_sbzayy).Euler3,6_compound(compound_sbzayy).mass,
10.504,-35.817,15.4332,0.246384,,,,0.195487,-47.7493,15.7384,0.481539,,,,0.195487,-71.6026,16.5829,1.18589,,,,0.195487,-11.9445,15.0636,0.0100295,,,,0.195487,0,0,0,,,,0,-59.6774,16.1227,0.794805,,,,0.195487,-23.8818,15.2079,0.0892904,,,,0.195487,
10.5141,-35.8139,15.4402,0.25109,,,,0.195487,-47.7449,15.7502,0.49062,,,,0.195487,-71.5953,16.6091,1.20829,,,,0.195487,-11.9434,15.0647,0.0101995,,,,0.195487,0,0,0,,,,0,-59.6717,16.1408,0.809781,,,,0.195487,-23.8797,15.2113,0.0910138,,,,0.195487,
10.5242,-35.8107,15.4468,0.255828,,,,0.195487,-47.7406,15.7616,0.499822,,,,0.195487,-71.5879,16.6345,1.23089,,,,0.195487,-11.9423,15.0658,0.0103766,,,,0.195487,0,0,0,,,,0,-59.666,16.1584,0.824896,,,,0.195487,-23.8776,15.2146,0.0927701,,,,0.195487,
10.5343,-35.8076,15.4531,0.260643,,,,0.195487,-47.7362,15.7726,0.509117,,,,0.195487,-71.5806,16.6594,1.25375,,,,0.195487,-11.9412,15.0668,0.0105557,,,,0.195487,0,0,0,,,,0,-59.6604,16.1755,0.840201,,,,0.195487,-23.8755,15.2176,0.094552,,,,0.195487,
10.5444,-35.8044,15.4593,0.265518,,,,0.195487,-47.7319,15.7833,0.518552,,,,0.195487,-71.5732,16.6836,1.27692,,,,0.195487,-11.9402,15.0677,0.010737,,,,0.195487,0,0,0,,,,0,-59.6547,16.1921,0.855716,,,,0.195487,-23.8735,15.2206,0.0963526,,,,0.195487,
10.5545,-35.8013,15.4653,0.270471,,,,0.195487,-47.7275,15.7937,0.528149,,,,0.195487,-71.5659,16.7075,1.30043,,,,0.195487,-11.9391,15.0686,0.0109227,,,,0.195487,0,0,0,,,,0,-59.649,16.2084,0.871476,,,,0.195487,-23.8714,15.2234,0.0981872,,,,0.195487,
10.5646,-35.7981,15.4711,0.275539,,,,0.195487,-47.7233,15.8039,0.537917,,,,0.195487,-71.5585,16.731,1.32429,,,,0.195487,-11.9381,15.0695,0.0111121,,,,0.195487,0,0,0,,,,0,-59.6433,16.2244,0.88751,,,,0.195487,-23.8693,15.2262,0.100056,,,,0.195487,
10.5747,-35.795,15.4769,0.280704,,,,0.195487,-47.7189,15.8141,0.547893,,,,0.195487,-71.5511,16.7544,1.34853,,,,0.195487,-11.9371,15.0703,0.0113086,,,,0.195487,0,0,0,,,,0,-59.6377,16.2404,0.903821,,,,0.195487,-23.8673,15.2289,0.101971,,,,0.195487,
10.5848,-35.7919,15.4826,0.285992,,,,0.195487,-47.7146,15.8242,0.558054,,,,0.195487,-71.5437,16.7778,1.37314,,,,0.195487,-11.936,15.0711,0.0115125,,,,0.195487,0,0,0,,,,0,-59.6319,16.2562,0.920422,,,,0.195487,-23.8653,15.2316,0.103934,,,,0.195487,
10.5949,-35.7888,15.4883,0.291387,,,,0.195487,-47.7103,15.8343,0.568411,,,,0.195487,-71.5363,16.8012,1.39813,,,,0.195487,-11.935,15.0719,0.0117233,,,,0.195487,0,0,0,,,,0,-59.6263,16.2722,0.937306,,,,0.195487,-23.8632,15.2342,0.105941,,,,0.195487,
10.605,-35.7857,15.4941,0.296885,,,,0.195487,-47.706,15.8445,0.578955,,,,0.195487,-71.5288,16.8249,1.42349,,,,0.195487,-11.934,15.0727,0.0119428,,,,0.195487,0,0,0,,,,0,-59.6205,16.2883,0.954462,,,,0.195487,-23.8613,15.2369,0.107995,,,,0.195487,
10.6151,-35.7827,15.4999,0.302491,,,,0.195487,-47.7017,15.8548,0.589668,,,,0.195487,-71.5213,16.8488,1.4492,,,,0.195487,-11.9331,15.0734,0.0121682,,,,0.195487,0,0,0,,,,0,-59.6148,16.3046,0.971885,,,,0.195487,-23.8593,15.2396,0.110091,,,,0.195487,
10.6252,-35.7795,15.5059,0.308187,,,,0.195487,-47.6974,15.8654,0.600557,,,,0.195487,-71.5138,16.8732,1.47523,,,,0.195487,-11.9321,15.0742,0.0124019,,,,0.195487,0,0,0,,,,0,-59.6091,16.3212,0.989545,,,,0.195487,-23.8573,15.2423,0.112229,,,,0.195487,
10.6353,-35.7765,15.512,0.313981,,,,0.195487,-47.693,15.8762,0.611591,,,,0.195487,-71.5062,16.898,1.50155,,,,0.195487,-11.9311,15.0751,0.0126425,,,,0.195487,0,0,0,,,,0,-59.6033,16.3382,1.00743,,,,0.195487,-23.8553,15.2451,0.114408,,,,0.195487,
10.6454,-35.7734,15.5183,0.319853,,,,0.195487,-47.6887,15.8873,0.622765,,,,0.195487,-71.4986,16.9235,1.52811,,,,0.195487,-11.9302,15.0759,0.01289,,,,0.195487,0,0,0,,,,0,-59.5975,16.3556,1.0255,,,,0.195487,-23.8534,15.248,0.116623,,,,0.195487,
10.6555,-35.7703,15.5249,0.325794,,,,0.195487,-47.6843,15.8988,0.634048,,,,0.195487,-71.491,16.9496,1.55486,,,,0.195487,-11.9292,15.0768,0.0131446,,,,0.195487,0,0,0,,,,0,-59.5917,16.3736,1.04373,,,,0.195487,-23.8514,15.2511,0.118873,,,,0.195487,
10.6656,-35.7672,15.5317,0.331793,,,,0.195487,-47.68,15.9107,0.645415,,,,0.195487,-71.4833,16.9764,1.58177,,,,0.195487,-11.9283,15.0777,0.0134044,,,,0.195487,0,0,0,,,,0,-59.5859,16.3921,1.06207,,,,0.195487,-23.8494,15.2542,0.121149,,,,0.195487,
10.6757,-35.7642,15.5387,0.337825,,,,0.195487,-47.6756,15.9231,0.65684,,,,0.195487,-71.4755,17.0039,1.60879,,,,0.195487,-11.9274,15.0786,0.0136694,,,,0.195487,0,0,0,,,,0,-59.58,16.4114,1.08048,,,,0.195487,-23.8474,15.2575,0.123444,,,,0.195487,
10.6858,-35.761,15.5461,0.343848,,,,0.195487,-47.6712,15.936,0.66826,,,,0.195487,-71.4678,17.0322,1.63588,,,,0.195487,-11.9264,15.0796,0.0139373,,,,0.195487,0,0,0,,,,0,-59.5741,16.4311,1.099,,,,0.195487,-23.8455,15.2609,0.125745,,,,0.195487,
10.6959,-35.7579,15.5538,0.349934,,,,0.195487,-47.6668,15.9492,0.679828,,,,0.195487,-71.46,17.0613,1.66287,,,,0.195487,-11.9255,15.0807,0.0142011,,,,0.195487,0,0,0,,,,0,-59.5681,16.4516,1.11749,,,,0.195487,-23.8435,15.2646,0.128037,,,,0.195487,
10.706,-35.7548,15.5618,0.356098,,,,0.195487,-47.6624,15.963,0.691245,,,,0.195487,-71.4522,17.0912,1.68993,,,,0.195487,-11.9245,15.0819,0.0144868,,,,0.195487,0,0,0,,,,0,-59.5622,16.4726,1.13587,,,,0.195487,-23.8416,15.2684,0.130432,,,,0.195487,
10.7161,-35.7517,15.5702,0.362009,,,,0.195487,-47.6579,15.9773,0.70266,,,,0.195487,-71.4444,17.122,1.71676,,,,0.195487,-11.9236,15.083,0.0147614,,,,0.195487,0,0,0,,,,0,-59.5562,16.4944,1.15437,,,,0.195487,-23.8396,15.2724,0.132712,,,,0.195487,
10.7262,-35.7485,15.5787,0.368156,,,,0.195487,-47.6535,15.9919,0.714059,,,,0.195487,-71.4365,17.1536,1.74351,,,,0.195487,-11.9226,15.0843,0.0150236,,,,0.195487,0,0,0,,,,0,-59.5501,16.5167,1.17255,,,,0.195487,-23.8376,15.2764,0.135001,,,,0.195487,
10.7363,-35.7454,15.5876,0.374058,,,,0.195487,-47.6489,16.007,0.725294,,,,0.195487,-71.4285,17.186,1.77004,,,,0.195487,-11.9218,15.0856,0.0153166,,,,0.195487,0,0,0,,,,0,-59.544,16.5397,1.1907,,,,0.195487,-23.8356,15.2807,0.137354,,,,0.195487,
10.7464,-35.7422,15.5968,0.379971,,,,0.195487,-47.6444,16.0226,0.73639,,,,0.195487,-71.4204,17.2191,1.79638,,,,0.195487,-11.9208,15.0869,0.0155756,,,,0.195487,0,0,0,,,,0,-59.5379,16.5632,1.20865,,,,0.195487,-23.8336,15.2851,0.139574,,,,0.195487,
10.7565,-35.7391,15.6062,0.385775,,,,0.195487,-47.6399,16.0386,0.747448,,,,0.195487,-71.4123,17.253,1.82242,,,,0.195487,-11.9199,15.0883,0.0158458,,,,0.195487,0,0,0,,,,0,-59.5317,16.5874,1.22639,,,,0.195487,-23.8316,15.2897,0.141816,,,,0.195487,
10.7666,-35.7359,15.6159,0.391547,,,,0.195487,-47.6353,16.055,0.758275,,,,0.195487,-71.4042,17.2875,1.84821,,,,0.195487,-11.9189,15.0898,0.0161107,,,,0.195487,0,0,0,,,,0,-59.5255,16.612,1.24396,,,,0.195487,-23.8296,15.2944,0.144038,,,,0.195487,
10.7767,-35.7327,15.6258,0.397201,,,,0.195487,-47.6307,16.0717,0.769035,,,,0.195487,-71.396,17.3226,1.87366,,,,0.195487,-11.9179,15.0913,0.0163666,,,,0.195487,0,0,0,,,,0,-59.5193,16.6372,1.2613,,,,0.195487,-23.8276,15.2992,0.146193,,,,0.195487,
10.7868,-35.7294,15.636,0.402814,,,,0.195487,-47.6261,16.0887,0.779613,,,,0.195487,-71.3877,17.3581,1.89883,,,,0.195487,-11.9169,15.0929,0.0166247,,,,0.195487,0,0,0,,,,0,-59.513,16.6627,1.27838,,,,0.195487,-23.8256,15.3042,0.14836,,,,0.195487,
10.7969,-35.7262,15.6464,0.408299,,,,0.195487,-47.6215,16.106,0.790026,,,,0.195487,-71.3794,17.3942,1.92366,,,,0.195487,-11.916,15.0945,0.0168732,,,,0.195487,0,0,0,,,,0,-59.5067,16.6886,1.29528,,,,0.195487,-23.8235,15.3093,0.150456,,,,0.195487,
10.807,-35.723,15.6569,0.41371,,,,0.195487,-47.6168,16.1235,0.800289,,,,0.195487,-71.3711,17.4306,1.94821,,,,0.195487,-11.915,15.0961,0.0171164,,,,0.195487,0,0,0,,,,0,-59.5004,16.7147,1.3119,,,,0.195487,-23.8215,15.3145,0.152527,,,,0.195487,
10.8171,-35.7197,15.6675,0.419013,,,,0.195487,-47.6121,16.1412,0.810393,,,,0.195487,-71.3627,17.4673,1.97245,,,,0.195487,-11.914,15.0978,0.0173541,,,,0.195487,0,0,0,,,,0,-59.4941,16.7412,1.32831,,,,0.195487,-23.8194,15.3197,0.154552,,,,0.195487,
10.8272,-35.7164,15.6782,0.42424,,,,0.195487,-47.6075,16.1591,0.820334,,,,0.195487,-71.3543,17.5041,1.99641,,,,0.195487,-11.913,15.0995,0.0175838,,,,0.195487,0,0,0,,,,0,-59.4876,16.7677,1.34452,,,,0.195487,-23.8174,15.325,0.156541,,,,0.195487,
10.8373,-35.7132,15.689,0.429378,,,,0.195487,-47.6027,16.177,0.830168,,,,0.195487,-71.3458,17.5411,2.02012,,,,0.195487,-11.912,15.1013,0.0178069,,,,0.195487,0,0,0,,,,0,-59.4812,16.7944,1.3605,,,,0.195487,-23.8153,15.3304,0.158484,,,,0.195487,
10.8474,-35.7098,15.6998,0.43445,,,,0.195487,-47.598,16.1949,0.839862,,,,0.195487,-71.3373,17.5782,2.04358,,,,0.195487,-11.911,15.103,0.0180269,,,,0.195487,0,0,0,,,,0,-59.4748,16.8211,1.37634,,,,0.195487,-23.8133,15.3358,0.160415,,,,0.195487,
10.8575,-35.7066,15.7106,0.439467,,,,0.195487,-47.5933,16.2129,0.849455,,,,0.195487,-71.3288,17.6151,2.06685,,,,0.195487,-11.91,15.1048,0.0182375,,,,0.195487,0,0,0,,,,0,-59.4683,16.8478,1.39202,,,,0.195487,-23.8111,15.3412,0.162296,,,,0.195487,
10.8676,-35.7032,15.7214,0.444411,,,,0.195487,-47.5885,16.2307,0.858974,,,,0.195487,-71.3202,17.652,2.08995,,,,0.195487,-11.9089,15.1065,0.0184477,,,,0.195487,0,0,0,,,,0,-59.4618,16.8744,1.40756,,,,0.195487,-23.8091,15.3466,0.164171,,,,0.195487,
10.8777,-35.7,15.7321,0.449335,,,,0.195487,-47.5837,16.2485,0.868395,,,,0.195487,-71.3116,17.6886,2.11292,,,,0.195487,-11.9079,15.1083,0.0186499,,,,0.195487,0,0,0,,,,0,-59.4554,16.9008,1.42302,,,,0.195487,-23.8069,15.3519,0.166011,,,,0.195487,
10.8878,-35.6966,15.7428,0.454199,,,,0.195487,-47.579,16.2662,0.877786,,,,0.195487,-71.303,17.725,2.13581,,,,0.195487,-11.9069,15.1101,0.0188498,,,,0.195487,0,0,0,,,,0,-59.4488,16.927,1.43839,,,,0.195487,-23.8049,15.3573,0.167838,,,,0.195487,
10.8979,-35.6933,15.7533,0.459055,,,,0.195487,-47.5742,16.2836,0.887133,,,,0.195487,-71.2944,17.761,2.15864,,,,0.195487,-11.9059,15.1118,0.0190459,,,,0.195487,0,0,0,,,,0,-59.4423,16.953,1.45372,,,,0.195487,-23.8027,15.3626,0.16965,,,,0.195487,
10.908,-35.6899,15.7637,0.463894,,,,0.195487,-47.5694,16.3009,0.896467,,,,0.195487,-71.2858,17.7966,2.18146,,,,0.195487,-11.9048,15.1135,0.0192391,,,,0.195487,0,0,0,,,,0,-59.4358,16.9786,1.46906,,,,0.195487,-23.8006,15.3678,0.171455,,,,0.195487,
10.9181,-35.6866,15.774,0.468737,,,,0.195487,-47.5646,16.3179,0.905816,,,,0.195487,-71.2771,17.8317,2.20432,,,,0.195487,-11.9038,15.1152,0.0194307,,,,0.195487,0,0,0,,,,0,-59.4293,17.0039,1.48439,,,,0.195487,-23.7985,15.3729,0.173254,,,,0.195487,
10.9282,-35.6832,15.7841,0.473588,,,,0.195487,-47.5598,16.3346,0.915192,,,,0.195487,-71.2684,17.8664,2.22723,,,,0.195487,-11.9027,15.1169,0.0196221,,,,0.195487,0,0,0,,,,0,-59.4227,17.0289,1.49978,,,,0.195487,-23.7964,15.378,0.175061,,,,0.195487,
10.9383,-35.6799,15.794,0.478474,,,,0.195487,-47.555,16.351,0.924606,,,,0.195487,-71.2597,17.9005,2.25024,,,,0.195487,-11.9017,15.1185,0.019812,,,,0.195487,0,0,0,,,,0,-59.4162,17.0534,1.51524,,,,0.195487,-23.7942,15.3829,0.176869,,,,0.195487,
10.9484,-35.6765,15.8037,0.483376,,,,0.195487,-47.5502,16.3672,0.934099,,,,0.195487,-71.251,17.9341,2.27339,,,,0.195487,-11.9006,15.1201,0.0200042,,,,0.195487,0,0,0,,,,0,-59.4095,17.0775,1.53079,,,,0.195487,-23.7922,15.3878,0.178693,,,,0.195487,
10.9585,-35.6732,15.8132,0.488338,,,,0.195487,-47.5454,16.383,0.943647,,,,0.195487,-71.2423,17.9671,2.29668,,,,0.195487,-11.8996,15.1217,0.0201969,,,,0.195487,0,0,0,,,,0,-59.403,17.1011,1.54647,,,,0.195487,-23.79,15.3925,0.180532,,,,0.195487,
10.9686,-35.6698,15.8225,0.493335,,,,0.195487,-47.5406,16.3984,0.953299,,,,0.195487,-71.2336,17.9995,2.32015,,,,0.195487,-11.8985,15.1232,0.0203914,,,,0.195487,0,0,0,,,,0,-59.3964,17.1243,1.56226,,,,0.195487,-23.7879,15.3972,0.182387,,,,0.195487,
10.9787,-35.6665,15.8316,0.498393,,,,0.195487,-47.5358,16.4136,0.963043,,,,0.195487,-71.2248,18.0314,2.34382,,,,0.195487,-11.8975,15.1247,0.0205896,,,,0.195487,0,0,0,,,,0,-59.3899,17.1471,1.57821,,,,0.195487,-23.7857,15.4017,0.184267,,,,0.195487,
10.9888,-35.6631,15.8404,0.503512,,,,0.195487,-47.531,16.4284,0.97289,,,,0.195487,-71.2161,18.0626,2.3677,,,,0.195487,-11.8964,15.1262,0.0207896,,,,0.195487,0,0,0,,,,0,-59.3832,17.1693,1.59432,,,,0.195487,-23.7837,15.4061,0.186169,,,,0.195487,
10.9989,-35.6598,15.8491,0.508692,,,,0.195487,-47.5261,16.4429,0.982853,,,,0.195487,-71.2073,18.0933,2.39179,,,,0.195487,-11.8954,15.1276,0.0209942,,,,0.195487,0,0,0,,,,0,-59.3767,17.1912,1.61058,,,,0.195487,-23.7815,15.4104,0.188097,,,,0.195487,
11.009,-35.6564,15.8575,0.513937,,,,0.195487,-47.5214,16.4571,0.992927,,,,0.195487,-71.1986,18.1235,2.4161,,,,0.195487,-11.8943,15.1289,0.0212026,,,,0.195487,0,0,0,,,,0,-59.3701,17.2126,1.62701,,,,0.195487,-23.7794,15.4146,0.190055,,,,0.195487,
11.0191,-35.6531,15.8658,0.519254,,,,0.195487,-47.5165,16.4709,1.00311,,,,0.195487,-71.1898,18.1531,2.44063,,,,0.195487,-11.8933,15.1303,0.0214149,,,,0.195487,0,0,0,,,,0,-59.3635,17.2336,1.64361,,,,0.195487,-23.7773,15.4187,0.192039,,,,0.195487,
11.0292,-35.6497,15.8738,0.524628,,,,0.195487,-47.5118,16.4846,1.01341,,,,0.195487,-71.181,18.1822,2.46536,,,,0.195487,-11.8922,15.1316,0.0216321,,,,0.195487,0,0,0,,,,0,-59.3569,17.2542,1.66036,,,,0.195487,-23.7752,15.4226,0.194054,,,,0.195487,
11.0393,-35.6464,15.8817,0.530073,,,,0.195487,-47.5069,16.4979,1.02381,,,,0.195487,-71.1722,18.2109,2.49029,,,,0.195487,-11.8912,15.1328,0.0218538,,,,0.195487,0,0,0,,,,0,-59.3503,17.2745,1.67727,,,,0.195487,-23.773,15.4265,0.196096,,,,0.195487,
11.0494,-35.643,15.8894,0.535572,,,,0.195487,-47.5021,16.511,1.03431,,,,0.195487,-71.1634,18.2393,2.51541,,,,0.195487,-11.8901,15.134,0.0220792,,,,0.195487,0,0,0,,,,0,-59.3437,17.2944,1.69431,,,,0.195487,-23.771,15.4303,0.198163,,,,0.195487,
11.0595,-35.6398,15.897,0.541124,,,,0.195487,-47.4973,16.5239,1.0449,,,,0.195487,-71.1545,18.2672,2.54069,,,,0.195487,-11.8892,15.1352,0.0223101,,,,0.195487,0,0,0,,,,0,-59.3371,17.3141,1.71148,,,,0.195487,-23.7688,15.434,0.200257,,,,0.195487,
11.0696,-35.6364,15.9045,0.546729,,,,0.195487,-47.4925,16.5367,1.05556,,,,0.195487,-71.1457,18.2949,2.5661,,,,0.195487,-11.8881,15.1363,0.0225438,,,,0.195487,0,0,0,,,,0,-59.3304,17.3336,1.72876,,,,0.195487,-23.7668,15.4376,0.202372,,,,0.195487,
11.0797,-35.6331,15.9119,0.552371,,,,0.195487,-47.4876,16.5492,1.0663,,,,0.195487,-71.1368,18.3223,2.59164,,,,0.195487,-11.8871,15.1375,0.0227821,,,,0.195487,0,0,0,,,,0,-59.3238,17.3529,1.74613,,,,0.195487,-23.7646,15.4412,0.204506,,,,0.195487,
11.0898,-35.6297,15.9192,0.558047,,,,0.195487,-47.4829,16.5617,1.07708,,,,0.195487,-71.128,18.3496,2.61726,,,,0.195487,-11.886,15.1386,0.0230234,,,,0.195487,0,0,0,,,,0,-59.3171,17.372,1.76357,,,,0.195487,-23.7626,15.4447,0.20666,,,,0.195487,
11.0999,-35.6264,15.9264,0.563753,,,,0.195487,-47.478,16.5741,1.0879,,,,0.195487,-71.119,18.3767,2.64294,,,,0.195487,-11.885,15.1397,0.0232677,,,,0.195487,0,0,0,,,,0,-59.3105,17.391,1.78107,,,,0.195487,-23.7604,15.4482,0.208825,,,,0.195487,
11.11,-35.623,15.9336,0.56947,,,,0.195487,-47.4732,16.5865,1.09875,,,,0.195487,-71.1101,18.4038,2.66866,,,,0.195487,-11.884,15.1408,0.0235143,,,,0.195487,0,0,0,,,,0,-59.3038,17.41,1.79858,,,,0.195487,-23.7584,15.4516,0.211002,,,,0.195487,
11.1201,-35.6197,15.9408,0.575202,,,,0.195487,-47.4683,16.5988,1.1096,,,,0.195487,-71.1011,18.4309,2.69438,,,,0.195487,-11.883,15.1418,0.0237633,,,,0.195487,0,0,0,,,,0,-59.2972,17.429,1.81612,,,,0.195487,-23.7562,15.4551,0.213185,,,,0.195487,
11.1302,-35.6164,15.948,0.580931,,,,0.195487,-47.4635,16.6112,1.12045,,,,0.195487,-71.0922,18.4581,2.72008,,,,0.195487,-11.8819,15.1429,0.0240127,,,,0.195487,0,0,0,,,,0,-59.2904,17.4479,1.83363,,,,0.195487,-23.7542,15.4585,0.215371,,,,0.195487,
11.1403,-35.6131,15.9552,0.586653,,,,0.195487,-47.4586,16.6236,1.13129,,,,0.195487,-71.0831,18.4853,2.74573,,,,0.195487,-11.8809,15.144,0.0242642,,,,0.195487,0,0,0,,,,0,-59.2838,17.467,1.85111,,,,0.195487,-23.752,15.462,0.217556,,,,0.195487,
11.1504,-35.6097,15.9625,0.59236,,,,0.195487,-47.4538,16.6361,1.14208,,,,0.195487,-71.0741,18.5127,2.7713,,,,0.195487,-11.8799,15.145,0.0245145,,,,0.195487,0,0,0,,,,0,-59.277,17.4862,1.86854,,,,0.195487,-23.75,15.4655,0.219738,,,,0.195487,
11.1605,-35.6064,15.9698,0.598044,,,,0.195487,-47.4489,16.6487,1.15284,,,,0.195487,-71.065,18.5403,2.79678,,,,0.195487,-11.8789,15.1461,0.0247655,,,,0.195487,0,0,0,,,,0,-59.2703,17.5056,1.8859,,,,0.195487,-23.7478,15.469,0.22191,,,,0.195487,
11.1706,-35.603,15.9772,0.603696,,,,0.195487,-47.4441,16.6614,1.16354,,,,0.195487,-71.0559,18.5681,2.82214,,,,0.195487,-11.8778,15.1472,0.025015,,,,0.195487,0,0,0,,,,0,-59.2635,17.5251,1.90318,,,,0.195487,-23.7458,15.4725,0.224075,,,,0.195487,
11.1807,-35.5997,15.9847,0.609319,,,,0.195487,-47.4391,16.6743,1.17417,,,,0.195487,-71.0467,18.5963,2.84736,,,,0.195487,-11.8769,15.1483,0.0252636,,,,0.195487,0,0,0,,,,0,-59.2567,17.5449,1.92036,,,,0.195487,-23.7437,15.4761,0.226223,,,,0.195487,
11.1908,-35.5962,15.9924,0.614894,,,,0.195487,-47.4343,16.6874,1.18474,,,,0.195487,-71.0376,18.6247,2.87245,,,,0.195487,-11.8758,15.1494,0.0255097,,,,0.195487,0,0,0,,,,0,-59.2499,17.5649,1.93742,,,,0.195487,-23.7416,15.4798,0.228358,,,,0.195487,
11.2009,-35.5929,16.0001,0.620431,,,,0.195487,-47.4293,16.7007,1.19522,,,,0.195487,-71.0283,18.6535,2.89737,,,,0.195487,-11.8749,15.1505,0.0257545,,,,0.195487,0,0,0,,,,0,-59.2431,17.5852,1.95438,,,,0.195487,-23.7395,15.4835,0.230473,,,,0.195487,
11.211,-35.5895,16.008,0.625918,,,,0.195487,-47.4245,16.7142,1.20563,,,,0.195487,-71.0191,18.6827,2.92212,,,,0.195487,-11.8738,15.1517,0.0259954,,,,0.195487,0,0,0,,,,0,-59.2362,17.6057,1.97121,,,,0.195487,-23.7374,15.4873,0.232571,,,,0.195487,
11.2211,-35.5862,16.016,0.631357,,,,0.195487,-47.4194,16.7278,1.21595,,,,0.195487,-71.0097,18.7122,2.94671,,,,0.195487,-11.8729,15.1529,0.0262349,,,,0.195487,0,0,0,,,,0,-59.2293,17.6266,1.98792,,,,0.195487,-23.7353,15.4911,0.234647,,,,0.195487,
11.2312,-35.5827,16.0242,0.636745,,,,0.195487,-47.4146,16.7418,1.22618,,,,0.195487,-71.0004,18.7422,2.97113,,,,0.195487,-11.8718,15.1541,0.0264699,,,,0.195487,0,0,0,,,,0,-59.2224,17.6478,2.0045,,,,0.195487,-23.7332,15.495,0.236703,,,,0.195487,
11.2413,-35.5794,16.0325,0.642086,,,,0.195487,-47.4095,16.7559,1.23632,,,,0.195487,-70.9909,18.7725,2.99539,,,,0.195487,-11.8708,15.1554,0.0267028,,,,0.195487,0,0,0,,,,0,-59.2155,17.6693,2.02095,,,,0.195487,-23.7311,15.4991,0.238735,,,,0.195487,
11.2514,-35.576,16.041,0.647374,,,,0.195487,-47.4046,16.7703,1.24639,,,,0.195487,-70.9815,18.8033,3.01949,,,,0.195487,-11.8698,15.1566,0.0269315,,,,0.195487,0,0,0,,,,0,-59.2084,17.6911,2.03729,,,,0.195487,-23.729,15.5032,0.240749,,,,0.195487,
11.2615,-35.5726,16.0496,0.652623,,,,0.195487,-47.3995,16.7848,1.25638,,,,0.195487,-70.972,18.8344,3.04343,,,,0.195487,-11.8688,15.1579,0.0271577,,,,0.195487,0,0,0,,,,0,-59.2015,17.7132,2.05352,,,,0.195487,-23.7269,15.5073,0.242739,,,,0.195487,
11.2716,-35.5691,16.0583,0.65782,,,,0.195487,-47.3946,16.7997,1.2663,,,,0.195487,-70.9625,18.8659,3.06725,,,,0.195487,-11.8678,15.1593,0.0273797,,,,0.195487,0,0,0,,,,0,-59.1944,17.7356,2.06963,,,,0.195487,-23.7248,15.5116,0.244713,,,,0.195487,
11.2817,-35.5658,16.0672,0.662985,,,,0.195487,-47.3895,16.8147,1.27615,,,,0.195487,-70.9529,18.8978,3.09094,,,,0.195487,-11.8668,15.1606,0.0275997,,,,0.195487,0,0,0,,,,0,-59.1874,17.7583,2.08567,,,,0.195487,-23.7226,15.5159,0.246665,,,,0.195487,
11.2918,-35.5623,16.0762,0.668109,,,,0.195487,-47.3845,16.8299,1.28595,,,,0.195487,-70.9433,18.93,3.11452,,,,0.195487,-11.8657,15.162,0.0278154,,,,0.195487,0,0,0,,,,0,-59.1803,17.7812,2.10161,,,,0.195487,-23.7206,15.5203,0.248603,,,,0.195487,
11.3019,-35.5589,16.0854,0.673206,,,,0.195487,-47.3793,16.8453,1.29569,,,,0.195487,-70.9336,18.9624,3.13801,,,,0.195487,-11.8648,15.1634,0.0280297,,,,0.195487,0,0,0,,,,0,-59.1732,17.8044,2.11749,,,,0.195487,-23.7184,15.5248,0.250524,,,,0.195487,
11.312,-35.5554,16.0946,0.678275,,,,0.195487,-47.3743,16.8609,1.3054,,,,0.195487,-70.9239,18.9952,3.16144,,,,0.195487,-11.8637,15.1649,0.0282403,,,,0.195487,0,0,0,,,,0,-59.166,17.8278,2.13331,,,,0.195487,-23.7163,15.5293,0.252434,,,,0.195487,
